Provincias	Tamaño de los municipios	Periodo	Total
43 Tarragona	De 2.001 a 3.000	2009	13
43 Tarragona	De 2.001 a 3.000	2008	13
43 Tarragona	De 2.001 a 3.000	2007	14
43 Tarragona	De 2.001 a 3.000	2006	14
43 Tarragona	De 2.001 a 3.000	2005	13
43 Tarragona	De 2.001 a 3.000	2004	12
43 Tarragona	De 2.001 a 3.000	2003	12
43 Tarragona	De 2.001 a 3.000	2002	13
43 Tarragona	De 2.001 a 3.000	2001	11
43 Tarragona	De 2.001 a 3.000	2000	10
43 Tarragona	De 2.001 a 3.000	1999	11
43 Tarragona	De 2.001 a 3.000	1998	10
43 Tarragona	De 2.001 a 3.000	1997	""
43 Tarragona	De 2.001 a 3.000	1996	10
43 Tarragona	De 3.001 a 5.000	2021	17
43 Tarragona	De 3.001 a 5.000	2020	17
43 Tarragona	De 3.001 a 5.000	2019	17
43 Tarragona	De 3.001 a 5.000	2018	17
43 Tarragona	De 3.001 a 5.000	2017	17
43 Tarragona	De 3.001 a 5.000	2016	16
43 Tarragona	De 3.001 a 5.000	2015	17
43 Tarragona	De 3.001 a 5.000	2014	19
43 Tarragona	De 3.001 a 5.000	2013	18
43 Tarragona	De 3.001 a 5.000	2012	19
43 Tarragona	De 3.001 a 5.000	2011	18
43 Tarragona	De 3.001 a 5.000	2010	18
43 Tarragona	De 3.001 a 5.000	2009	18
43 Tarragona	De 3.001 a 5.000	2008	18
43 Tarragona	De 3.001 a 5.000	2007	14
43 Tarragona	De 3.001 a 5.000	2006	15
43 Tarragona	De 3.001 a 5.000	2005	15
43 Tarragona	De 3.001 a 5.000	2004	15
43 Tarragona	De 3.001 a 5.000	2003	14
43 Tarragona	De 3.001 a 5.000	2002	12
43 Tarragona	De 3.001 a 5.000	2001	12
43 Tarragona	De 3.001 a 5.000	2000	13
43 Tarragona	De 3.001 a 5.000	1999	12
43 Tarragona	De 3.001 a 5.000	1998	12
43 Tarragona	De 3.001 a 5.000	1997	""
43 Tarragona	De 3.001 a 5.000	1996	12
43 Tarragona	De 5.001 a 10.000	2021	16
43 Tarragona	De 5.001 a 10.000	2020	16
43 Tarragona	De 5.001 a 10.000	2019	16
43 Tarragona	De 5.001 a 10.000	2018	16
43 Tarragona	De 5.001 a 10.000	2017	16
43 Tarragona	De 5.001 a 10.000	2016	16
43 Tarragona	De 5.001 a 10.000	2015	16
43 Tarragona	De 5.001 a 10.000	2014	15
43 Tarragona	De 5.001 a 10.000	2013	14
43 Tarragona	De 5.001 a 10.000	2012	14
43 Tarragona	De 5.001 a 10.000	2011	14
43 Tarragona	De 5.001 a 10.000	2010	13
43 Tarragona	De 5.001 a 10.000	2009	13
43 Tarragona	De 5.001 a 10.000	2008	12
43 Tarragona	De 5.001 a 10.000	2007	13
43 Tarragona	De 5.001 a 10.000	2006	12
43 Tarragona	De 5.001 a 10.000	2005	12
43 Tarragona	De 5.001 a 10.000	2004	10
43 Tarragona	De 5.001 a 10.000	2003	10
43 Tarragona	De 5.001 a 10.000	2002	10
43 Tarragona	De 5.001 a 10.000	2001	10
43 Tarragona	De 5.001 a 10.000	2000	9
43 Tarragona	De 5.001 a 10.000	1999	9
43 Tarragona	De 5.001 a 10.000	1998	9
43 Tarragona	De 5.001 a 10.000	1997	""
43 Tarragona	De 5.001 a 10.000	1996	10
43 Tarragona	De 10.001 a 20.000	2021	5
43 Tarragona	De 10.001 a 20.000	2020	5
43 Tarragona	De 10.001 a 20.000	2019	5
43 Tarragona	De 10.001 a 20.000	2018	5
43 Tarragona	De 10.001 a 20.000	2017	5
43 Tarragona	De 10.001 a 20.000	2016	5
43 Tarragona	De 10.001 a 20.000	2015	5
43 Tarragona	De 10.001 a 20.000	2014	5
43 Tarragona	De 10.001 a 20.000	2013	6
43 Tarragona	De 10.001 a 20.000	2012	6
43 Tarragona	De 10.001 a 20.000	2011	6
43 Tarragona	De 10.001 a 20.000	2010	6
43 Tarragona	De 10.001 a 20.000	2009	6
43 Tarragona	De 10.001 a 20.000	2008	6
43 Tarragona	De 10.001 a 20.000	2007	7
43 Tarragona	De 10.001 a 20.000	2006	6
43 Tarragona	De 10.001 a 20.000	2005	6
43 Tarragona	De 10.001 a 20.000	2004	7
43 Tarragona	De 10.001 a 20.000	2003	7
43 Tarragona	De 10.001 a 20.000	2002	7
43 Tarragona	De 10.001 a 20.000	2001	7
43 Tarragona	De 10.001 a 20.000	2000	8
43 Tarragona	De 10.001 a 20.000	1999	8
43 Tarragona	De 10.001 a 20.000	1998	7
43 Tarragona	De 10.001 a 20.000	1997	""
43 Tarragona	De 10.001 a 20.000	1996	7
43 Tarragona	De 20.001 a 30.000	2021	5
43 Tarragona	De 20.001 a 30.000	2020	5
43 Tarragona	De 20.001 a 30.000	2019	5
43 Tarragona	De 20.001 a 30.000	2018	5
43 Tarragona	De 20.001 a 30.000	2017	5
43 Tarragona	De 20.001 a 30.000	2016	5
43 Tarragona	De 20.001 a 30.000	2015	5
43 Tarragona	De 20.001 a 30.000	2014	5
43 Tarragona	De 20.001 a 30.000	2013	5
43 Tarragona	De 20.001 a 30.000	2012	5
43 Tarragona	De 20.001 a 30.000	2011	5
43 Tarragona	De 20.001 a 30.000	2010	5
43 Tarragona	De 20.001 a 30.000	2009	5
43 Tarragona	De 20.001 a 30.000	2008	5
43 Tarragona	De 20.001 a 30.000	2007	4
43 Tarragona	De 20.001 a 30.000	2006	4
43 Tarragona	De 20.001 a 30.000	2005	3
43 Tarragona	De 20.001 a 30.000	2004	3
43 Tarragona	De 20.001 a 30.000	2003	3
43 Tarragona	De 20.001 a 30.000	2002	3
43 Tarragona	De 20.001 a 30.000	2001	4
43 Tarragona	De 20.001 a 30.000	2000	3
43 Tarragona	De 20.001 a 30.000	1999	3
43 Tarragona	De 20.001 a 30.000	1998	3
43 Tarragona	De 20.001 a 30.000	1997	""
43 Tarragona	De 20.001 a 30.000	1996	1
43 Tarragona	De 30.001 a 50.000	2021	3
43 Tarragona	De 30.001 a 50.000	2020	3
43 Tarragona	De 30.001 a 50.000	2019	3
43 Tarragona	De 30.001 a 50.000	2018	3
43 Tarragona	De 30.001 a 50.000	2017	3
43 Tarragona	De 30.001 a 50.000	2016	3
43 Tarragona	De 30.001 a 50.000	2015	3
43 Tarragona	De 30.001 a 50.000	2014	3
43 Tarragona	De 30.001 a 50.000	2013	3
43 Tarragona	De 30.001 a 50.000	2012	3
43 Tarragona	De 30.001 a 50.000	2011	3
43 Tarragona	De 30.001 a 50.000	2010	3
43 Tarragona	De 30.001 a 50.000	2009	3
43 Tarragona	De 30.001 a 50.000	2008	3
43 Tarragona	De 30.001 a 50.000	2007	2
43 Tarragona	De 30.001 a 50.000	2006	2
43 Tarragona	De 30.001 a 50.000	2005	2
43 Tarragona	De 30.001 a 50.000	2004	1
43 Tarragona	De 30.001 a 50.000	2003	1
43 Tarragona	De 30.001 a 50.000	2002	1
43 Tarragona	De 30.001 a 50.000	2001	0
43 Tarragona	De 30.001 a 50.000	2000	0
43 Tarragona	De 30.001 a 50.000	1999	0
43 Tarragona	De 30.001 a 50.000	1998	0
43 Tarragona	De 30.001 a 50.000	1997	""
43 Tarragona	De 30.001 a 50.000	1996	1
43 Tarragona	De 50.001 a 100.000	2021	0
43 Tarragona	De 50.001 a 100.000	2020	0
43 Tarragona	De 50.001 a 100.000	2019	0
43 Tarragona	De 50.001 a 100.000	2018	0
43 Tarragona	De 50.001 a 100.000	2017	0
43 Tarragona	De 50.001 a 100.000	2016	0
43 Tarragona	De 50.001 a 100.000	2015	0
43 Tarragona	De 50.001 a 100.000	2014	0
43 Tarragona	De 50.001 a 100.000	2013	0
43 Tarragona	De 50.001 a 100.000	2012	0
43 Tarragona	De 50.001 a 100.000	2011	0
43 Tarragona	De 50.001 a 100.000	2010	0
43 Tarragona	De 50.001 a 100.000	2009	0
43 Tarragona	De 50.001 a 100.000	2008	0
43 Tarragona	De 50.001 a 100.000	2007	0
43 Tarragona	De 50.001 a 100.000	2006	0
43 Tarragona	De 50.001 a 100.000	2005	1
43 Tarragona	De 50.001 a 100.000	2004	1
43 Tarragona	De 50.001 a 100.000	2003	1
43 Tarragona	De 50.001 a 100.000	2002	1
43 Tarragona	De 50.001 a 100.000	2001	1
43 Tarragona	De 50.001 a 100.000	2000	1
43 Tarragona	De 50.001 a 100.000	1999	1
43 Tarragona	De 50.001 a 100.000	1998	1
43 Tarragona	De 50.001 a 100.000	1997	""
43 Tarragona	De 50.001 a 100.000	1996	1
43 Tarragona	De 100.001 a 500.000	2021	2
43 Tarragona	De 100.001 a 500.000	2020	2
43 Tarragona	De 100.001 a 500.000	2019	2
43 Tarragona	De 100.001 a 500.000	2018	2
43 Tarragona	De 100.001 a 500.000	2017	2
43 Tarragona	De 100.001 a 500.000	2016	2
43 Tarragona	De 100.001 a 500.000	2015	2
43 Tarragona	De 100.001 a 500.000	2014	2
43 Tarragona	De 100.001 a 500.000	2013	2
43 Tarragona	De 100.001 a 500.000	2012	2
43 Tarragona	De 100.001 a 500.000	2011	2
43 Tarragona	De 100.001 a 500.000	2010	2
43 Tarragona	De 100.001 a 500.000	2009	2
43 Tarragona	De 100.001 a 500.000	2008	2
43 Tarragona	De 100.001 a 500.000	2007	2
43 Tarragona	De 100.001 a 500.000	2006	2
43 Tarragona	De 100.001 a 500.000	2005	1
43 Tarragona	De 100.001 a 500.000	2004	1
43 Tarragona	De 100.001 a 500.000	2003	1
43 Tarragona	De 100.001 a 500.000	2002	1
43 Tarragona	De 100.001 a 500.000	2001	1
43 Tarragona	De 100.001 a 500.000	2000	1
43 Tarragona	De 100.001 a 500.000	1999	1
43 Tarragona	De 100.001 a 500.000	1998	1
43 Tarragona	De 100.001 a 500.000	1997	""
43 Tarragona	De 100.001 a 500.000	1996	1
43 Tarragona	Más de 500.000	2021	0
43 Tarragona	Más de 500.000	2020	0
43 Tarragona	Más de 500.000	2019	0
43 Tarragona	Más de 500.000	2018	0
43 Tarragona	Más de 500.000	2017	0
43 Tarragona	Más de 500.000	2016	0
43 Tarragona	Más de 500.000	2015	0
43 Tarragona	Más de 500.000	2014	0
43 Tarragona	Más de 500.000	2013	0
43 Tarragona	Más de 500.000	2012	0
43 Tarragona	Más de 500.000	2011	0
43 Tarragona	Más de 500.000	2010	0
43 Tarragona	Más de 500.000	2009	0
43 Tarragona	Más de 500.000	2008	0
43 Tarragona	Más de 500.000	2007	0
43 Tarragona	Más de 500.000	2006	0
43 Tarragona	Más de 500.000	2005	0
43 Tarragona	Más de 500.000	2004	0
43 Tarragona	Más de 500.000	2003	0
43 Tarragona	Más de 500.000	2002	0
43 Tarragona	Más de 500.000	2001	0
43 Tarragona	Más de 500.000	2000	0
43 Tarragona	Más de 500.000	1999	0
43 Tarragona	Más de 500.000	1998	0
43 Tarragona	Más de 500.000	1997	""
43 Tarragona	Más de 500.000	1996	0
44 Teruel	Total	2021	236
44 Teruel	Total	2020	236
44 Teruel	Total	2019	236
44 Teruel	Total	2018	236
44 Teruel	Total	2017	236
44 Teruel	Total	2016	236
44 Teruel	Total	2015	236
44 Teruel	Total	2014	236
44 Teruel	Total	2013	236
44 Teruel	Total	2012	236
44 Teruel	Total	2011	236
44 Teruel	Total	2010	236
44 Teruel	Total	2009	236
44 Teruel	Total	2008	236
44 Teruel	Total	2007	236
44 Teruel	Total	2006	236
44 Teruel	Total	2005	236
44 Teruel	Total	2004	236
44 Teruel	Total	2003	236
44 Teruel	Total	2002	236
44 Teruel	Total	2001	236
44 Teruel	Total	2000	236
44 Teruel	Total	1999	236
44 Teruel	Total	1998	236
44 Teruel	Total	1997	""
44 Teruel	Total	1996	236
44 Teruel	Menos de 101	2021	94
44 Teruel	Menos de 101	2020	97
44 Teruel	Menos de 101	2019	97
44 Teruel	Menos de 101	2018	94
44 Teruel	Menos de 101	2017	92
44 Teruel	Menos de 101	2016	90
44 Teruel	Menos de 101	2015	86
44 Teruel	Menos de 101	2014	85
44 Teruel	Menos de 101	2013	86
44 Teruel	Menos de 101	2012	82
44 Teruel	Menos de 101	2011	77
44 Teruel	Menos de 101	2010	80
44 Teruel	Menos de 101	2009	81
44 Teruel	Menos de 101	2008	74
44 Teruel	Menos de 101	2007	72
44 Teruel	Menos de 101	2006	73
44 Teruel	Menos de 101	2005	70
44 Teruel	Menos de 101	2004	71
44 Teruel	Menos de 101	2003	70
44 Teruel	Menos de 101	2002	73
44 Teruel	Menos de 101	2001	73
44 Teruel	Menos de 101	2000	70
44 Teruel	Menos de 101	1999	70
44 Teruel	Menos de 101	1998	68
44 Teruel	Menos de 101	1997	""
44 Teruel	Menos de 101	1996	66
44 Teruel	De 101 a 500	2021	102
44 Teruel	De 101 a 500	2020	99
44 Teruel	De 101 a 500	2019	98
44 Teruel	De 101 a 500	2018	102
44 Teruel	De 101 a 500	2017	103
44 Teruel	De 101 a 500	2016	104
44 Teruel	De 101 a 500	2015	107
44 Teruel	De 101 a 500	2014	106
44 Teruel	De 101 a 500	2013	107
44 Teruel	De 101 a 500	2012	109
44 Teruel	De 101 a 500	2011	111
44 Teruel	De 101 a 500	2010	107
44 Teruel	De 101 a 500	2009	105
44 Teruel	De 101 a 500	2008	112
44 Teruel	De 101 a 500	2007	115
44 Teruel	De 101 a 500	2006	118
44 Teruel	De 101 a 500	2005	119
44 Teruel	De 101 a 500	2004	117
44 Teruel	De 101 a 500	2003	119
44 Teruel	De 101 a 500	2002	116
44 Teruel	De 101 a 500	2001	118
44 Teruel	De 101 a 500	2000	121
44 Teruel	De 101 a 500	1999	120
44 Teruel	De 101 a 500	1998	122
44 Teruel	De 101 a 500	1997	""
44 Teruel	De 101 a 500	1996	121
44 Teruel	De 501 a 1.000	2021	23
44 Teruel	De 501 a 1.000	2020	22
44 Teruel	De 501 a 1.000	2019	23
44 Teruel	De 501 a 1.000	2018	21
44 Teruel	De 501 a 1.000	2017	22
44 Teruel	De 501 a 1.000	2016	23
44 Teruel	De 501 a 1.000	2015	24
44 Teruel	De 501 a 1.000	2014	26
44 Teruel	De 501 a 1.000	2013	23
44 Teruel	De 501 a 1.000	2012	26
44 Teruel	De 501 a 1.000	2011	27
44 Teruel	De 501 a 1.000	2010	28
44 Teruel	De 501 a 1.000	2009	29
44 Teruel	De 501 a 1.000	2008	29
44 Teruel	De 501 a 1.000	2007	27
44 Teruel	De 501 a 1.000	2006	23
44 Teruel	De 501 a 1.000	2005	26
44 Teruel	De 501 a 1.000	2004	27
44 Teruel	De 501 a 1.000	2003	26
44 Teruel	De 501 a 1.000	2002	26
44 Teruel	De 501 a 1.000	2001	24
44 Teruel	De 501 a 1.000	2000	24
44 Teruel	De 501 a 1.000	1999	25
44 Teruel	De 501 a 1.000	1998	23
44 Teruel	De 501 a 1.000	1997	""
44 Teruel	De 501 a 1.000	1996	26
44 Teruel	De 1.001 a 2.000	2021	7
44 Teruel	De 1.001 a 2.000	2020	8
44 Teruel	De 1.001 a 2.000	2019	8
44 Teruel	De 1.001 a 2.000	2018	8
44 Teruel	De 1.001 a 2.000	2017	9
44 Teruel	De 1.001 a 2.000	2016	8
44 Teruel	De 1.001 a 2.000	2015	8
44 Teruel	De 1.001 a 2.000	2014	8
44 Teruel	De 1.001 a 2.000	2013	9
44 Teruel	De 1.001 a 2.000	2012	8
44 Teruel	De 1.001 a 2.000	2011	10
44 Teruel	De 1.001 a 2.000	2010	10
44 Teruel	De 1.001 a 2.000	2009	10
44 Teruel	De 1.001 a 2.000	2008	10
44 Teruel	De 1.001 a 2.000	2007	11
44 Teruel	De 1.001 a 2.000	2006	11
44 Teruel	De 1.001 a 2.000	2005	10
44 Teruel	De 1.001 a 2.000	2004	10
44 Teruel	De 1.001 a 2.000	2003	10
44 Teruel	De 1.001 a 2.000	2002	11
44 Teruel	De 1.001 a 2.000	2001	11
44 Teruel	De 1.001 a 2.000	2000	11
44 Teruel	De 1.001 a 2.000	1999	11
44 Teruel	De 1.001 a 2.000	1998	13
44 Teruel	De 1.001 a 2.000	1997	""
44 Teruel	De 1.001 a 2.000	1996	13
44 Teruel	De 2.001 a 3.000	2021	3
44 Teruel	De 2.001 a 3.000	2020	3
44 Teruel	De 2.001 a 3.000	2019	4
44 Teruel	De 2.001 a 3.000	2018	5
44 Teruel	De 2.001 a 3.000	2017	3
44 Teruel	De 2.001 a 3.000	2016	4
44 Teruel	De 2.001 a 3.000	2015	4
44 Teruel	De 2.001 a 3.000	2014	4
44 Teruel	De 2.001 a 3.000	2013	4
44 Teruel	De 2.001 a 3.000	2012	4
44 Teruel	De 2.001 a 3.000	2011	4
44 Teruel	De 2.001 a 3.000	2010	4
44 Teruel	De 2.001 a 3.000	2009	3
44 Teruel	De 2.001 a 3.000	2008	3
44 Teruel	De 2.001 a 3.000	2007	3
44 Teruel	De 2.001 a 3.000	2006	4
44 Teruel	De 2.001 a 3.000	2005	4
44 Teruel	De 2.001 a 3.000	2004	4
44 Teruel	De 2.001 a 3.000	2003	4
44 Teruel	De 2.001 a 3.000	2002	3
44 Teruel	De 2.001 a 3.000	2001	3
44 Teruel	De 2.001 a 3.000	2000	3
44 Teruel	De 2.001 a 3.000	1999	3
44 Teruel	De 2.001 a 3.000	1998	3
44 Teruel	De 2.001 a 3.000	1997	""
44 Teruel	De 2.001 a 3.000	1996	2
44 Teruel	De 3.001 a 5.000	2021	4
44 Teruel	De 3.001 a 5.000	2020	4
44 Teruel	De 3.001 a 5.000	2019	3
44 Teruel	De 3.001 a 5.000	2018	3
44 Teruel	De 3.001 a 5.000	2017	4
44 Teruel	De 3.001 a 5.000	2016	4
44 Teruel	De 3.001 a 5.000	2015	4
44 Teruel	De 3.001 a 5.000	2014	4
44 Teruel	De 3.001 a 5.000	2013	4
44 Teruel	De 3.001 a 5.000	2012	4
44 Teruel	De 3.001 a 5.000	2011	4
44 Teruel	De 3.001 a 5.000	2010	4
44 Teruel	De 3.001 a 5.000	2009	5
44 Teruel	De 3.001 a 5.000	2008	5
44 Teruel	De 3.001 a 5.000	2007	5
44 Teruel	De 3.001 a 5.000	2006	4
44 Teruel	De 3.001 a 5.000	2005	4
44 Teruel	De 3.001 a 5.000	2004	4
44 Teruel	De 3.001 a 5.000	2003	4
44 Teruel	De 3.001 a 5.000	2002	4
44 Teruel	De 3.001 a 5.000	2001	4
44 Teruel	De 3.001 a 5.000	2000	4
44 Teruel	De 3.001 a 5.000	1999	4
44 Teruel	De 3.001 a 5.000	1998	4
44 Teruel	De 3.001 a 5.000	1997	""
44 Teruel	De 3.001 a 5.000	1996	5
44 Teruel	De 5.001 a 10.000	2021	1
44 Teruel	De 5.001 a 10.000	2020	1
44 Teruel	De 5.001 a 10.000	2019	1
44 Teruel	De 5.001 a 10.000	2018	1
44 Teruel	De 5.001 a 10.000	2017	1
44 Teruel	De 5.001 a 10.000	2016	1
44 Teruel	De 5.001 a 10.000	2015	1
44 Teruel	De 5.001 a 10.000	2014	1
44 Teruel	De 5.001 a 10.000	2013	1
44 Teruel	De 5.001 a 10.000	2012	1
44 Teruel	De 5.001 a 10.000	2011	1
44 Teruel	De 5.001 a 10.000	2010	1
44 Teruel	De 5.001 a 10.000	2009	1
44 Teruel	De 5.001 a 10.000	2008	1
44 Teruel	De 5.001 a 10.000	2007	1
44 Teruel	De 5.001 a 10.000	2006	1
44 Teruel	De 5.001 a 10.000	2005	1
44 Teruel	De 5.001 a 10.000	2004	1
44 Teruel	De 5.001 a 10.000	2003	1
44 Teruel	De 5.001 a 10.000	2002	1
44 Teruel	De 5.001 a 10.000	2001	1
44 Teruel	De 5.001 a 10.000	2000	1
44 Teruel	De 5.001 a 10.000	1999	1
44 Teruel	De 5.001 a 10.000	1998	1
44 Teruel	De 5.001 a 10.000	1997	""
44 Teruel	De 5.001 a 10.000	1996	1
44 Teruel	De 10.001 a 20.000	2021	1
44 Teruel	De 10.001 a 20.000	2020	1
44 Teruel	De 10.001 a 20.000	2019	1
44 Teruel	De 10.001 a 20.000	2018	1
44 Teruel	De 10.001 a 20.000	2017	1
44 Teruel	De 10.001 a 20.000	2016	1
44 Teruel	De 10.001 a 20.000	2015	1
44 Teruel	De 10.001 a 20.000	2014	1
44 Teruel	De 10.001 a 20.000	2013	1
44 Teruel	De 10.001 a 20.000	2012	1
44 Teruel	De 10.001 a 20.000	2011	1
44 Teruel	De 10.001 a 20.000	2010	1
44 Teruel	De 10.001 a 20.000	2009	1
44 Teruel	De 10.001 a 20.000	2008	1
44 Teruel	De 10.001 a 20.000	2007	1
44 Teruel	De 10.001 a 20.000	2006	1
44 Teruel	De 10.001 a 20.000	2005	1
44 Teruel	De 10.001 a 20.000	2004	1
44 Teruel	De 10.001 a 20.000	2003	1
44 Teruel	De 10.001 a 20.000	2002	1
44 Teruel	De 10.001 a 20.000	2001	1
44 Teruel	De 10.001 a 20.000	2000	1
44 Teruel	De 10.001 a 20.000	1999	1
44 Teruel	De 10.001 a 20.000	1998	1
44 Teruel	De 10.001 a 20.000	1997	""
44 Teruel	De 10.001 a 20.000	1996	1
44 Teruel	De 20.001 a 30.000	2021	0
44 Teruel	De 20.001 a 30.000	2020	0
44 Teruel	De 20.001 a 30.000	2019	0
44 Teruel	De 20.001 a 30.000	2018	0
44 Teruel	De 20.001 a 30.000	2017	0
44 Teruel	De 20.001 a 30.000	2016	0
44 Teruel	De 20.001 a 30.000	2015	0
44 Teruel	De 20.001 a 30.000	2014	0
44 Teruel	De 20.001 a 30.000	2013	0
44 Teruel	De 20.001 a 30.000	2012	0
44 Teruel	De 20.001 a 30.000	2011	0
44 Teruel	De 20.001 a 30.000	2010	0
44 Teruel	De 20.001 a 30.000	2009	0
44 Teruel	De 20.001 a 30.000	2008	0
44 Teruel	De 20.001 a 30.000	2007	0
44 Teruel	De 20.001 a 30.000	2006	0
44 Teruel	De 20.001 a 30.000	2005	0
44 Teruel	De 20.001 a 30.000	2004	0
44 Teruel	De 20.001 a 30.000	2003	0
44 Teruel	De 20.001 a 30.000	2002	0
44 Teruel	De 20.001 a 30.000	2001	0
44 Teruel	De 20.001 a 30.000	2000	0
44 Teruel	De 20.001 a 30.000	1999	0
44 Teruel	De 20.001 a 30.000	1998	1
44 Teruel	De 20.001 a 30.000	1997	""
44 Teruel	De 20.001 a 30.000	1996	1
44 Teruel	De 30.001 a 50.000	2021	1
44 Teruel	De 30.001 a 50.000	2020	1
44 Teruel	De 30.001 a 50.000	2019	1
44 Teruel	De 30.001 a 50.000	2018	1
44 Teruel	De 30.001 a 50.000	2017	1
44 Teruel	De 30.001 a 50.000	2016	1
44 Teruel	De 30.001 a 50.000	2015	1
44 Teruel	De 30.001 a 50.000	2014	1
44 Teruel	De 30.001 a 50.000	2013	1
44 Teruel	De 30.001 a 50.000	2012	1
44 Teruel	De 30.001 a 50.000	2011	1
44 Teruel	De 30.001 a 50.000	2010	1
44 Teruel	De 30.001 a 50.000	2009	1
44 Teruel	De 30.001 a 50.000	2008	1
44 Teruel	De 30.001 a 50.000	2007	1
44 Teruel	De 30.001 a 50.000	2006	1
44 Teruel	De 30.001 a 50.000	2005	1
44 Teruel	De 30.001 a 50.000	2004	1
44 Teruel	De 30.001 a 50.000	2003	1
44 Teruel	De 30.001 a 50.000	2002	1
44 Teruel	De 30.001 a 50.000	2001	1
44 Teruel	De 30.001 a 50.000	2000	1
44 Teruel	De 30.001 a 50.000	1999	1
44 Teruel	De 30.001 a 50.000	1998	0
44 Teruel	De 30.001 a 50.000	1997	""
44 Teruel	De 30.001 a 50.000	1996	0
44 Teruel	De 50.001 a 100.000	2021	0
44 Teruel	De 50.001 a 100.000	2020	0
44 Teruel	De 50.001 a 100.000	2019	0
44 Teruel	De 50.001 a 100.000	2018	0
44 Teruel	De 50.001 a 100.000	2017	0
44 Teruel	De 50.001 a 100.000	2016	0
44 Teruel	De 50.001 a 100.000	2015	0
44 Teruel	De 50.001 a 100.000	2014	0
44 Teruel	De 50.001 a 100.000	2013	0
44 Teruel	De 50.001 a 100.000	2012	0
44 Teruel	De 50.001 a 100.000	2011	0
44 Teruel	De 50.001 a 100.000	2010	0
44 Teruel	De 50.001 a 100.000	2009	0
44 Teruel	De 50.001 a 100.000	2008	0
44 Teruel	De 50.001 a 100.000	2007	0
44 Teruel	De 50.001 a 100.000	2006	0
44 Teruel	De 50.001 a 100.000	2005	0
44 Teruel	De 50.001 a 100.000	2004	0
44 Teruel	De 50.001 a 100.000	2003	0
44 Teruel	De 50.001 a 100.000	2002	0
44 Teruel	De 50.001 a 100.000	2001	0
44 Teruel	De 50.001 a 100.000	2000	0
44 Teruel	De 50.001 a 100.000	1999	0
44 Teruel	De 50.001 a 100.000	1998	0
44 Teruel	De 50.001 a 100.000	1997	""
44 Teruel	De 50.001 a 100.000	1996	0
44 Teruel	De 100.001 a 500.000	2021	0
44 Teruel	De 100.001 a 500.000	2020	0
44 Teruel	De 100.001 a 500.000	2019	0
44 Teruel	De 100.001 a 500.000	2018	0
44 Teruel	De 100.001 a 500.000	2017	0
44 Teruel	De 100.001 a 500.000	2016	0
44 Teruel	De 100.001 a 500.000	2015	0
44 Teruel	De 100.001 a 500.000	2014	0
44 Teruel	De 100.001 a 500.000	2013	0
44 Teruel	De 100.001 a 500.000	2012	0
44 Teruel	De 100.001 a 500.000	2011	0
44 Teruel	De 100.001 a 500.000	2010	0
44 Teruel	De 100.001 a 500.000	2009	0
44 Teruel	De 100.001 a 500.000	2008	0
44 Teruel	De 100.001 a 500.000	2007	0
44 Teruel	De 100.001 a 500.000	2006	0
44 Teruel	De 100.001 a 500.000	2005	0
44 Teruel	De 100.001 a 500.000	2004	0
44 Teruel	De 100.001 a 500.000	2003	0
44 Teruel	De 100.001 a 500.000	2002	0
44 Teruel	De 100.001 a 500.000	2001	0
44 Teruel	De 100.001 a 500.000	2000	0
44 Teruel	De 100.001 a 500.000	1999	0
44 Teruel	De 100.001 a 500.000	1998	0
44 Teruel	De 100.001 a 500.000	1997	""
44 Teruel	De 100.001 a 500.000	1996	0
44 Teruel	Más de 500.000	2021	0
44 Teruel	Más de 500.000	2020	0
44 Teruel	Más de 500.000	2019	0
44 Teruel	Más de 500.000	2018	0
44 Teruel	Más de 500.000	2017	0
44 Teruel	Más de 500.000	2016	0
44 Teruel	Más de 500.000	2015	0
44 Teruel	Más de 500.000	2014	0
44 Teruel	Más de 500.000	2013	0
44 Teruel	Más de 500.000	2012	0
44 Teruel	Más de 500.000	2011	0
44 Teruel	Más de 500.000	2010	0
44 Teruel	Más de 500.000	2009	0
44 Teruel	Más de 500.000	2008	0
44 Teruel	Más de 500.000	2007	0
44 Teruel	Más de 500.000	2006	0
44 Teruel	Más de 500.000	2005	0
44 Teruel	Más de 500.000	2004	0
44 Teruel	Más de 500.000	2003	0
44 Teruel	Más de 500.000	2002	0
44 Teruel	Más de 500.000	2001	0
44 Teruel	Más de 500.000	2000	0
44 Teruel	Más de 500.000	1999	0
44 Teruel	Más de 500.000	1998	0
44 Teruel	Más de 500.000	1997	""
44 Teruel	Más de 500.000	1996	0
45 Toledo	Total	2021	204
45 Toledo	Total	2020	204
45 Toledo	Total	2019	204
45 Toledo	Total	2018	204
45 Toledo	Total	2017	204
45 Toledo	Total	2016	204
45 Toledo	Total	2015	204
45 Toledo	Total	2014	204
45 Toledo	Total	2013	204
45 Toledo	Total	2012	204
45 Toledo	Total	2011	204
45 Toledo	Total	2010	204
45 Toledo	Total	2009	204
45 Toledo	Total	2008	204
45 Toledo	Total	2007	204
45 Toledo	Total	2006	204
45 Toledo	Total	2005	204
45 Toledo	Total	2004	204
45 Toledo	Total	2003	204
45 Toledo	Total	2002	204
45 Toledo	Total	2001	204
45 Toledo	Total	2000	204
45 Toledo	Total	1999	204
45 Toledo	Total	1998	204
45 Toledo	Total	1997	""
45 Toledo	Total	1996	204
45 Toledo	Menos de 101	2021	5
